-3.2    0.0
-3.0    0.0
-2.8    0.0
-2.6    0.0
-2.4    0.002
-2.2    0.0
-2.0    0.0
-1.8    0.001
-1.6    0.005
-1.4    0.003
-1.2    0.005
-1.0    0.018
-0.8    0.044
-0.6    0.08
-0.4    0.125
-0.2    0.169
3.88578058619e-16    0.205
0.2    0.168
0.4    0.086
0.6    0.047
0.8    0.027
1.0    0.008
1.2    0.004
1.4    0.002
1.6    0.001
1.8    0.0
2.0    0.0
2.2    0.0
2.4    0.0
2.6    0.0
2.8    0.0
3.0    0.0
3.2    0.0
